SUPPCODE,DESC,PRICE1,LSTCST
"          274783","SATISFYER G-SPOT FLEX 5+","164.99","57.26"
"          272303","SATISFYER CURVY TRINITY 2","164.99","57.25"
"          272279","SATISFYER G-SPOT FLEX 3","114.99","40.94"
"          137233","SCREAMING O VIBRATING MASCARA","33.99","11.83"
"          137234","SCREAMING O VIBRATING LIPSTICK","43.99","14.99"
"          177492","SCREAMING O RINGO'S C-RING","5.99","2.13"
"          158263","DICE BEER!","14.99","5.95"
"NEXUS BATTERY","NEXUS 6000 BATTERY PACK","9.99","6.00"
"          155484","OUCH! STRAP-ON W ADJUSTABLE","96.99","33.71"
"          276894","KINKI GOLD GEM ANAL PLUG","14.99","5.00"
"          276898","KINKI RAINBOW GEM PLUG","22.99","7.80"
"            3323","FLESHLIGHT VIBRO LADY/VAGINA","389.99","135.60"
"            2407","HORNET CONES 1 1/4 12PK","9.50","1.74"
"YP 7011","SMOKE BUDDY JR","24.99","8.70"
"JZQ0261","GRINDER 3PC RICK","25.00","6.52"
"           14032","HORNET PRE-ROLLED TIPS 120PK","9.50","2.17"
"YO TZ11","JUICE BOX DELUXE 7PCE GIFT SET","125.00","28.26"
"SOLO-RBD-MT010","SOLO MINT 0% 1000PUFF","9.99","6.28"
"ALT_CKTB2805","ALT TOBACCO 2.85% STARTER KIT","14.99","9.13"
"ALT_CKMMNT2805","ALT M/MINT 2.85% STARTER KIT","14.99","9.13"
"ALT_CKM2805","ALT MENTHOL 2.85% STARTER KIT","14.99","9.13"
"BAGDICKS","BAG OF DICKS","5.00","0.00"
"        10205417","VUSE GO 5000 1.8% M/M 20MG/ML","9.99","6.95"
"        10207987","VUSE PODS TOB 28.5MG/ML 4PK","26.99","17.38"
"        10207994","VUSE PODS MINT 28.5MG/ML 4PK","27.99","19.47"
"           99864","ZIPPO WOLF AND MOON","109.99","29.81"
"SP911","RAW FILTER BLK EXTRA WIDE TIPS","3.50","0.83"
"HIP8P","8OZ HIP FLASK ASST.","24.99","8.99"
"          219720","DICKY SQUISHY TOY","19.99","7.08"
"          131433","BODYWAND MINI SILVER","54.99","19.54"
"          262872","SATISFYER ULTRA POW BULLET 7","89.99","31.11"
"           99202","PECKER SUCKER CAN TOP","9.99","3.50"
"CC","CANDLE PENIS CAKE 3PK","14.99","5.00"
"SJ-FC","CANDLE FORM MALE/FEMALE","19.99","8.00"
"FMQ006","NEON RIDER GLOW IN THE DARK","99.99","35.00"
"BALL-05","BALLOONS WILLY PECKER","14.99","5.50"
"           99428","BOOBIE FISHING LURE","12.99","4.00"
"          652347","INCENSE ELEPHANT CONE BURNER","14.99","5.20"
"QX-004-MR1","MR PLAY ANAL DOUCHE","56.99","19.50"
"          652054","INCENSE KARMA SANDLEWOOD 16PC","1.99","0.68"
"          652055","INCENSE KARMA INDIAN ROSE","1.99","0.68"
"          652058","INCENSE KARMA EMERALD MUSK","1.99","0.68"
"          652057","INCENSE KARMA SPICED OPIUM","1.99","0.68"
"          652116","INCENSE SATYA NAG CHAMPA 12PC","2.99","1.04"
"          652117","INSENCE SATYA SUPER HIT 12PC","2.99","1.00"
"THP2","COAL BURNER-ELECTRIC","29.99","9.57"
"SC153","SCALES AWS 201-BLK 200GX0.01G","59.99","21.00"
"ADAPTER 20W","CHARGER USB-C 20W WALL","19.99","7.50"
"   6970130970020","CHARCOAL COCOBLADE 96PCE","19.99","6.95"
"","TIN ROUND/SQUARE STASH","15.00","5.22"
"      1000119463","VOOPOO VMATE PRO KIT","49.99","24.82"
"      1001101334","VOOPOO VMATE PODS 0.7OHM 2PK","15.00","6.76"
"      1001101335","VOOPOO VMATE PODS 1.2OHM 2PK","15.00","6.76"
"      1001101344","VAPORESSO LUXE X 0.4 PODS 2PK","15.00","7.13"
"        10207986","VUSE PODS SP/MNT 28.5MG/ML 4PK","21.99","19.47"
"        10200562","VUSE PODS SP/MN 2.5% 28.5MG/ML","11.99","10.43"
"SP542","JJ 1 1/4 BUBBLEGUM PAPERS","5.50","1.75"
"SP544","JJ 1 1/4 COTTON CANDY PAPERS","5.50","2.00"
"SP516","JJ 1 1/4 MELLO MANGO PAPERS","5.50","2.00"
"SP522","JJ 1 1/4 GREEN APPLE PAPERS","5.50","2.00"
"SP526","JJ 1 1/4 WATERMELON PAPERS","5.50","2.22"
"SP513","JJ 1 1/4 VERY CHERRY PAPERS","5.50","2.22"
"SP518","JJ 1 1/4 BLACKBERRY BRANDY","5.50","2.22"
"SP510","JJ 1 1/4 BLUEBERRY PAPERS","5.50","2.00"
"SP562","JJ 1 1/4 GRAPE PAPERS","5.50","2.00"
"","JJ 1 1/4 LIQURICE PAPERS","5.50","2.22"
"","JJ 1 1/4 FUDGE PAPERS","5.50","2.22"
"","JJ 1 1/4 JAVA JAYS PAPERS","5.50","2.22"
"","JJ 1 1/4 MILK CHOCOLATE PAPERS","5.50","2.22"
"","JJ 1 1/4 MARSHMALLOW PAPERS","5.50","2.22"
"","JJ 1 1/4 ABSINTH PAPERS","5.50","2.22"
"SP594","JJ JONES GRAPE 2PK","4.50","1.25"
"SP593","JJ JONES BLUEBERRY 2PK","4.50","1.05"
"SP596","JJ JONES BLACKBERRY 2PK","4.50","1.05"
"          241668","SLOW SEX WARMING MASSAGE OIL","53.99","18.51"
"          274375","DJ GH CHOC SLICK HEAD GLIDE","8.99","3.08"
"          175774","SENSUVA ON ICE AROUSAL GEL","49.99","17.58"
"          175769","SENSUVA ON ICE AROUSAL OIL","44.99","15.99"
"          242711","STICK IT IN HERS VIBE","29.99","12.22"
"          209913","FFH VIBRATING BREAST SUCK-HERS","97.99","33.85"
"          225590","FLESHJACK BOYS RICKY ROMAN","215.99","75.05"
"          222148","T-SKIN MADDY'S HOT MOUTH NO.04","19.99","6.84"
"          222133","T-SKIN SPREAD ME NO.02","36.99","12.78"
"          222132","T-SKIN SPREAD ME NO.01","38.99","13.34"
"          275380","SATISFYER TRI BALL 2","164.99","57.51"
"          198113","CAL XL LATEX EXTENSION","28.99","9.92"
"          231576","KINKI FLOWER GEM PLUG 2.8''","37.99","12.95"
"          231597","KINK FLOWER GEM PLUG 3.7''","57.99","19.95"
"          232490","KINK SILICONE GEM PLUG 3.1''","35.99","12.20"
"           99517","BIG GIRL BOTTLE","19.99","7.50"
"           10950","WET STUFF GOLD LUBE 270G","44.99","15.00"
"CN-591032044","CHISA G-SPOT HUNTER DOLPHIN","71.99","25.00"
"MN","MUZA NEUTRAL ORGANIC HERBS 15G","19.99","8.90"
"           51339","SCALES POCKET MH-200G X 0.01G","24.99","4.30"
"TBG","TEREA BLACK GREEN 20PK","13.99","10.35"
"          651001","6OZ HIP FLASK WOOD GRAIN","14.99","5.40"
"XROS3R","VAPORESSO XROS 3-R POD KIT","49.99","28.43"
"          202012","SOUTHERN TAP CC LEMONADE KIT","69.90","36.20"
"","SOUTHERN TAP CC STRAWBERRY KIT","69.90","37.53"
"          202036","SOUTHERN TAP APPLE CIDER KIT","69.90","36.20"
"","SOUTHERN TAP CC PASSIONFRUIT","69.90","37.53"
"          262912","SHARE SAT LEATHER SPREADER BAR","49.99","0.00"
"ALT_E2BAT_BLK05","ALT DEVICE EDITION 2","14.99","9.13"
"          242517","KINKI RAINBOW HEART PLUG","36.99","12.64"
"          225021","BALLSY BROMEO #02 DUAL COCK","76.99","26.65"
"          133264","DJ TITANIUM COCK CAGE STRETCH","29.99","10.15"
"          225268","GK POWER DUAL VIBE COCK CAGE","32.99","11.22"
"          198358","CAL MINI NIPPLE SUCKERS","27.99","9.50"
"           95589","SC NIPPLE SUCKER PURPLE","18.99","6.61"
"          227196","CLASSIX TEXTURED SLEEVE & BULL","46.99","13.92"
"          126150","CAL ADONIS PENIS EXTENTION","35.99","10.60"
"          109911","PUSSY JUICE VAG SCENTED LUBE","49.99","16.31"
"KV01","IKAVA MICRONISED KAVA 50G","24.99","10.80"
"A046","BUTTERFLY CORKSCREW","9.99","5.99"
"CN-100308972","GK POWER FAT O COCK RING #2","18.99","6.50"
"CN-101297182","HI-BASIC CLASSIC TR LOVE BALLS","34.99","12.00"
"SW003","JJ HEMP TROPICAL BLUNT 2PK","4.50","1.35"
"SW004","JJ HEMP PURPLE BLUNT 2PK","4.50","1.35"
"            8124","BIRD CAGE COCK CAGE","99.99","0.00"
"MS","MUZA SATIVA ORGANIC HERBS 15G","19.99","8.90"
"MI","MUZA INDICA ORGANIC HERBS 15G","19.99","8.90"
"SW001","JJ HEMP BLUE BLUNT 2PK","4.50","1.35"
"SW005","JJ HEMP RED ALERT BLUNT 2PK","4.50","1.35"
"SW002","JJ HEMP MANIC BLUNT 2PK","4.50","1.35"
"","JJ HEMP AMARILLO BLUNT 2PK","4.50","1.35"
"","JJ HEMP ELDORADO BLUNT 2PK","4.50","1.35"
"           13607","JJ DBL TROPICAL BLUNT 2PK","6.50","3.70"
"           13606","JJ DBL WHAM BAM BLUNT 2PK","6.50","3.70"
"ALT_KE2TB28","ALT ED2 TOB 2.85% STARTER KIT","19.99","9.13"
"ALT_KE2MM28","ALT ED2 M/MT 2.85% STARTER KIT","19.99","9.13"
"ALT_KE2M28","ALT ED2 MTHL 2.85% SARTER KIT","19.99","9.13"
"FM 1045","SCALES WEIGHTS CALIBRATION 6PC","20.00","4.35"
"            1307","GRINDER 4PC RASTA/RED 63MM","45.00","10.87"
"          225165","BEHAVE YES MASTER PADDLE","43.99","15.00"
"CN-634194252","BEHAVE SPANK ME PADDLE","39.99","12.00"
"225162","BEHAVE PUNISH ME PADDLE","39.99","9.99"
"CN-632106792","BEHAVE SUPER SOFT HAND CUFFS","49.99","17.50"
"225175","BEHAVE BE GOOD ANKLE CUFFS","39.99","12.88"
"225178","BEHAVE OBEY ME L HAND CUFFS","34.99","10.89"
"         1115885","SANGRIA COCKTAIL MIX","24.99","10.87"
"         1108337","MARGARITA COCKTAIL MIX","24.99","10.87"
"         1108336","STRAWBERRY DAIQUIRI MIX","24.99","10.87"
"         1115886","ESPRESSO MARTINI COCKTAIL MIX","24.99","10.87"
"TONG","TONGARIRO STILL WATER 500ML","1.00","0.58"
"SP324","SMOKING KS RED + TIPS","5.50","1.45"
"           10872","MJ MEAD YEAST NUTRIENT 12G","6.50","2.97"
"","UWELL CALIBURN GK3 POD KIT","49.99","29.75"
"","SMOK NOVO POD MESH 1.0OHM 3PK","20.00","9.72"
"","UWELL CALIBURN A2 0.9OHM 4PK","25.00","12.58"
"          231494","KINKI ALLOY GEM PLUG 2.8''","14.99","3.63"
"          246716","KINK ROSE BUTT PLUG LRG","64.99","22.50"
"          205297","KAMA SUTRA H/B OIL 59ML","24.99","7.38"
"          270475","AMORE LEAF NULLET VIBE","24.99","8.29"
"          283602","LUCENT GLOW IN THE DARK ROSE","35.99","12.50"
"          283639","LUCENT HEART JEWELLED PLUG","34.99","12.00"
"          222135","T-SKIN CLOSE TO NATURE 6.9''","31.99","11.13"
"          251834","MR PLAY ANAL SUCKING PLUG","95.99","33.37"
"          205654","NSNOVELTIES GLAMS MINI PLUG","39.99","14.16"
"          133332","DJ PLATINUM THE DOUBLE DIP","49.99","17.13"
"          222149","T-SKIN MADDY'S HOT MOUTH","19.99","6.83"
"          196179","DJ FUCK MACHINE","999.99","530.00"
"          244557","CARDS STONED SANTA SAYS","19.99","4.98"
"          205726","CARDS DRUNK SANTA SAYS","19.99","8.65"
"PHA090","SM BULL POWER DELAY SPRAY 15ML","44.99","15.00"
"PHA053","SM STIMULATION GEL 5ML","34.99","12.00"
"CN-793882452","CHISA AROUSAL STIMULATING GEL","57.99","20.00"
"CN-840917946","M-MELLO FORKED VIBE","71.99","25.00"
"CN-390910322","HI-BASIC RECHARGEABLE BULLET","63.99","22.00"
"CN-621593256","M-MELLO BECKONING BEATS BULLET","112.99","39.00"
"FS-SR-12","FOUR SEASONS STUDDED & RIBBED","22.99","8.27"
"","DYNAVAP INDUCTION HEATER 2.0","184.99","103.45"
"","V3 PRO OVEN MESH SCREEN PK","5.99","2.56"
"","V3 NANO MESH SCREEN PK","5.99","2.56"
"","V3 NANO 14/18MM GLASS ADAPTER","24.99","9.71"
"","V3 PRO DOSING CAPSULES 5PK","59.99","26.90"
"","V3 PRO WAX CUP","19.99","7.55"
"","V3 PRO SILICONE APAPTER","9.99","4.32"
"","V3 PRO GLASS BUBBLER","59.99","26.90"
"","V3 PRO GLASS ADAPTER","49.99","20.82"
"","V3 PRO GLASS ACCESSORY ADAPTER","54.99","24.32"
"","DYNAVAP MAINTENANCE KIT","34.99","15.19"
"","V3 NANO GLASS MOUTHPIECE TOP","24.99","9.71"
"","V3 PRO GLASS MOUTHPIECE","49.99","20.82"
"","V3 PRO REPLACEMENT MOUTHPIECE","24.99","10.41"
"","V3 NANO DRY HERB VAPE","89.99","54.76"
"V3 PRO","V3 PRO DRY HERB VAPE","199.99","86.98"
"","DYNAVAP M PLUS DRY HERB VAPE","199.99","105.20"
"MH210","RAW POCKET ASHTRAY","10.00","2.00"
"          652148","CANDLE KARMA VANILLA & RASP","4.99","1.80"
"          652138","INCENSE SATYA WHITE SAGE 12PC","2.99","0.96"
"          652130","INCENSE SATYA LAVENDER 12PC","2.99","0.96"
"          652127","INCENSE SATYA VANILLA 12PC","2.99","0.96"
"          652125","INCENSE SATYA MEDITATION 12PC","2.99","0.92"
"          652122","INCENSE SATYA SANDLEWOOD 12PC","2.99","0.96"
"HC082","RAW FILTER XL 120 BAG","6.50","1.99"
"MZ205","PLASTIC SPOON SCOOP 10MG","2.00","0.51"
"MH434","RAW AUTO ROLLING TIN","29.99","12.51"
"PC","PACIFICO CORONA A/T","40.99","21.14"
"PPC","PACIFICO PETIT CORONA A/T","32.99","17.05"
"EFEST","EFEST 18650 3000MAH BATT 2PK","34.99","19.49"
"","FUTUROLA TYSON KS W FILTER","7.50","2.48"
"","FUTUROLA TYSON 1/4 W FILTER","6.00","2.00"
"","FUTUROLA TYSON BLUNT WRAP","9.99","3.52"
"","FUTUROLA TYSON BLUNT CONE","12.99","4.47"
"","CRAFTY SPICE/TOB 0MG/ML 30ML","20.00","9.20"
"","CRAFTY TOBACCO 0MG/ML 30ML","20.00","9.20"
"          283978","SHARE SAT O-POD SUCTION VIBE","124.99","42.80"
"CR","CHESTERFIELD RED 25S","49.90","38.87"
"CB","CHESTERFIELD BLUE 25S","49.90","38.87"
"CN-941412242","MATRIX MONT EVIL ROSE PLUG","51.99","18.00"
"F383","BLSEX ENLARGE OIL 10ML","49.99","18.00"
"SJ-99729","TEENY TINY PECKER CONDOMS","7.99","1.75"
"SJ-CP-02","CHOCOLATE PENIS SMALL","14.99","8.00"
"SJ-PP","CHOCOLATE PECKER POP","5.00","2.00"
"SJ-PPV-01","CHOCOLATE PUSSY POP","5.00","2.50"
"","JOANNA G ORGANIC CHOC LUBE","34.99","12.00"
"","JOANNA G ORGANIC STRAWBERRY","34.99","12.00"
"TWS-03","GOODMAN DELAY SPRAY","51.99","18.00"
"KV02","KAVA TRADITIONAL GRIND 50G","19.99","8.05"
"           96407","ZIPPO WOLF EARTH BRASS","99.99","39.49"
"           96408","ZIPPO DRAGON FIRE BRASS","99.99","39.49"
"           96411","ZIPPO MAZZI PANTHER CHROME","104.99","40.99"
"           96415","ZIPPO SKULL PISTONS CHROME","104.99","40.99"
"           93827","ZIPPO FORD MUSTANG BLK CRACKLE","129.99","52.66"
"","SOUTHERN TAP GINGER BEER KIT","69.90","28.00"
"          271685","ELECTRA FLOGGER","49.99","17.16"
"          271692","ELECTRA PADDLE","43.99","15.08"
"          271677","ELECTRA BLINDFOLD","32.99","11.45"
"          222138","T-SKIN SPREAD ME NO.07","23.99","8.14"
"          202887","PDX ELITE DEEP THROAT STROKER","204.99","71.51"
"          210109","PDX TALK-BACK SUPER STROKER","264.99","92.50"
"           94442","DJ PALM PAL ASS MASTURBATOR","36.99","12.64"
"          225277","CHISA MAN Q SPREAD ABBY VIBE","88.99","30.89"
"            5803","DJ PALM PAL PUSSY","36.99","12.90"
"          271682","ELECTRA ANKLE CUFFS","67.99","23.60"
"          271681","ELECTRA WRIST CUFFS","67.99","22.34"
"          271678","ELECTRA COLLAR & LEASH","71.99","24.92"
"          196417","PDX ELITE AIR-TIGHT PUSSY","108.99","37.62"
"          225063","HI-BASIC NICOLE'S ANAL PLEASER","29.99","10.50"
"          130368","KAMA SUTRA IGNITE VS CANDLE","49.99","23.44"
"          202957","KAMA SUTRA IGNITE TM CANDLE","49.99","16.92"
"          231595","KINK FLOWER GEM PLUG 3.2''","46.99","16.24"
"          222161","CHISA MAN Q ABBY CUTE HEART","26.99","9.33"
"            7793","FETISH VIBE NIPPLE PUMPS","119.99","41.48"
"          134258","DJ GOODHEAD LICK IT KIT","49.99","20.96"
"          172442","THE 12 ADULT GAMES OF XMAS","29.99","11.51"
"          134437","DJ SASHA GREY 2 FUCKHOLE","86.99","30.17"
"          249103","DOMINATION HOOD","19.99","6.99"
"          249116","KINKI FLASH BANG HOOD","19.99","7.19"
"          177726","FIRST TIME FLEXI-ROCKER","69.99","24.50"
"          224981","REAL TOUCH XXX 7.5'' DILDO","39.99","13.86"
"          242510","KINKI T ANAL PLUG","36.99","12.64"
"          231904","KINK RIGDED JEWELLED PLUG 2.8'","36.99","12.64"
"          165894","KINKY COCK RING & BALL HARNESS","38.99","13.46"
"          242112","JD BIOGLIDE W CARRAGEENAN 100M","42.99","14.68"
"          206893","DJ JOY JUICE 118ML","32.99","11.36"
"          130009","JO H2O COOLING WB LUBE 60ML","26.99","9.35"
"          226457","KAMA SUTRA T/M OIL 59ML","24.99","13.90"
"           94576","KAMA SUTRA S/S OIL 236ML","44.99","15.60"
"           94575","KAMA SUTRA H/B OIL 236ML","44.99","14.62"
"          205298","KAMA SUTRA SERENITY OIL 59ML","24.99","8.86"
"          130007","JO H2O WARMING WB LUBE 240ML","49.99","17.13"
"          269179","CAL FUCK SAUCE BANANA 60ML","29.99","9.92"
"          269180","CAL FUCK SAUCE STRAWBERRY 60ML","29.99","9.92"
"          307935","CHOCOLUST CHOC 20X 5G","49.99","21.50"
"          241666","SLOW SEX FULL BODY GEL 50ML","53.99","18.51"
"          241654","SLOW SEX HAIR & SKIN DRY OIL","53.99","18.51"
"          266277","DJ GH DM PINEAPPLE SPRAY 59ML","34.99","12.65"
"          263333","SATISFYER YONI POWER 1","69.99","23.32"
"          231820","KINK GNOME GEM PLUG 3.7''","36.99","12.64"
"          231788","KINK DOUBLE BULB 4.1'' PLUG","36.99","12.64"
"TORCH-1271","TORCH LIGHTER DONGDONG 600","19.99","7.50"
"HONEYPUFF","HONEYPUFF CARB FILTER 6MM 5PK","7.50","2.17"
"TZN0020","METAL TRAY 5PC SET","20.00","6.52"
"TZN0049","METAL TRAY 5PC BOX SET","60.00","12.35"
"        10210756","VUSE PRO ONE PEN MINT KIT","12.99","6.08"
"           10878","MJ CS COLD IPA POUCH","56.99","33.33"
"    716165173960","CYCLONE CLEAR PURPLE BLUNT","4.00","1.40"
"    716165171799","CYCLONE CLEAR PEACH BLUNT","4.00","1.40"
"    716165201670","CYCLONE CLEAR CHERRY BLUNT","4.00","1.40"
"    716165203391","CYCLONE CLEAR TIKI TANGO BLUNT","4.00","1.40"
"","CYCLONE CLEAR WHITE CHOC BLUNT","4.00","1.40"
"","CYCLONE CLEAR STRAWBERRY BLUNT","4.00","1.40"
"","CYCLONE CLEAR ROCKSTAR BLUNT","4.00","1.40"
"H018R","PLASTIC FUNNEL 11CM","9.90","4.00"
"","RAW SMOKERS SET","25.00","12.19"
"CSR","CRAFTSMAN SAILORS RUM 30G","81.00","62.71"
"SOLO-RBD-SP2010","SOLO SPEARMINT 2% 1000PUFF","9.99","6.28"
"262931","CAL-KING WELL-ENDOWED BEAU","102.99","35.77"
"          224938","REAL TOUCH XXX 6.7' FLEX NO.01","29.99","10.38"
"LS-UT-10","LIFESTYLES ULTRA THIN 10PK","19.99","12.00"
"LS-PRO-10","LIFESTYLES PROTECT 10PK","19.99","10.50"
"LS-PM-10","LIFESTYLES PARTY MIX 10PK","19.99","10.50"
"CN-941412269","MATRIX MONT RAINBOW GEM PLUG","51.99","18.00"
"HP-2037","DICKALICIOUS AROUSEL GEL 58ML","59.99","22.00"
"","DJ SPANISH FLY SEX LIQUID 29ML","59.99","25.00"
"SJ-FC-LG","CANDLE LRG FORM MALE","24.99","10.00"
"","GUMMY PECKER POPS","5.00","2.00"
"HP-3593","BJ BANG ORAL SEX CANDY","9.99","3.00"
"           13188","WOODEN BOX 3PC SET","34.99","12.00"
"13287A","ROLLING TRAY & CONE STAND","29.99","9.50"
"           13359","WOODEN BOX 4PC ROLLING SET","39.99","13.00"
"           13362","LED GLASS JAR","14.99","4.28"
"          125585","KING COCK 10'' SUCTION DILDO","134.99","46.92"
"          262933","CAL-KING DICKS INVADER'S WHOP","188.99","65.52"
"           19247","FF VIBRATING STRAP-ON","134.99","46.80"
"          209910","ANAL FANT SM WEIGHTED PLUG","92.99","32.07"
"          101238","ANAL FANT 9-FUNC PROSTATE VIBE","117.99","40.80"
"          243715","ROCKS-OFF RO-DEO","149.99","52.35"
"          236238","FF VIBE STRAPLESS STRAP-ON","168.99","58.50"
"CC","CHOCOLUST BAR 50G","9.99","3.90"
"          101580","FLESHLUBE ICE LUBE 118ML","28.99","9.95"
"","CONDOM ONE 1PK","1.00","0.00"
"SSCCD","DYNAVAP SS CCD SCREENS 3PK","19.99","9.11"
"TITCCD","DYNAVAP TITANIUM CCD SCREENS","34.99","15.19"
"          231840","KINK GNOME GEM PLUG 4.3''","36.99","12.64"
"          270494","KINKI ROLLING ANAL PLUG 2.9''","36.99","12.64"
"          270493","KINKI ROLLING ANAL PLUG 3.1''","54.99","18.85"
"          210089","PDX SORORITY SNATCH","24.99","8.34"
"","SHARE SAT OVO VIBE","49.99","0.00"
"PD3241","PIPEDREAM BEGINNERS POWER PUMP","59.99","21.02"
"CN-100310951","GL DIAMOND COCK RING","9.99","3.50"
"PD3260","PUMPWORX BEG POWER PUMP BLUE","55.99","19.50"
"HCHERRY","HONEYROSE CHERRY CIGS 20S","19.50","11.12"
"MV-S&B-003","S & B MIGHTY MOUTHPIECE","9.99","5.50"
"MV-S&B-019","S & B CLEANING BRUSH","5.00","1.90"
"MV-CC-205","CALI FANNY PACK","79.99","48.91"
"           55561","TAP FOR HS FERMENTERS","8.99","3.46"
"           10611","MJ CS YEAST M24 VERSA LAGER","8.99","4.98"
"           30219","SS TS VANILLA VODKA 50ML","12.99","6.48"
"           30224","SS TS PINE & PASSION VODKA","12.99","6.48"
"","FUCK PACK FETISH PACK 1","54.99","20.90"
"","FUCK PACK HER LAVENDER PK","79.99","31.36"
"","FUCK PACK FOR HIM PK","74.99","29.54"
"","FUCK PACK ULTIMATE PUSSY PK","129.99","55.36"
"","FUCK PACK BONDAGE & BUTT PK","89.99","36.28"
"","FUCK PACK LUX H&H SATISFYER PK","234.99","94.02"
"","FUCK PACK PINK BONDAGE PK","89.99","12.25"
"","FUCK PACK KINKY PK","74.99","27.55"
"","FUCK PACK HER TRAVEL PK","144.99","58.75"
"","FUCK PACK HIS & HERS PK","99.99","36.86"
"","FUCK PACK FETISH PACK 2","69.99","28.42"
"BJN0034","ZIG ZAG ROLLING BOX","15.00","2.61"
"           30216","SS TS BLOOD ORANGE GIN 50ML","11.99","6.74"
"DX-REG-10","DUREX ORIGINAL CONDOMS 10PK","24.99","10.50"
"224939","REAL TOUCH XXX 7.5 FLEX SPINE","22.99","7.75"
"DX-IUT-10","DUREX INVISIBLE WIDE FIT 10 PK","24.99","12.00"
"","JOANNA G ORGANIC CHERRY LUBE","34.99","12.00"
"           40881","WET STUFF SILICONE TOUCH 125ML","54.99","19.00"
"         1070173","CLIMAX V-BALLS","51.99","18.00"
"","VOOPOO VMATE PODS 0.4OHM 2PK","15.00","7.14"
"","UWELL CALIBURN G3 0.6 PODS 4PK","30.00","14.20"
"","UWELL CALIBURN G3 0.9 PODS 4PK","30.00","14.17"
"","VAPORESSO XROS 1.0OHM PODS 4PK","30.00","12.87"
"","VAPORESSO XROS 0.8OHM PODS 4PK","30.00","12.87"
"      1001101936","VAPORESSO XROS 0.6OHM PODS 4PK","15.00","12.87"
"","UWELL CALIBURN G PODS 2PK","15.00","4.88"
"","UWELL CALIBURN G/G2 0.8OHM 4PK","25.00","12.01"
"","UWELL CALIBURN G/G2 1.2OHM 4PK","25.00","11.58"
"           23586","FF ELITE UNI BEGINNERS HARNESS","69.99","24.78"
"          224899","NAKED LEGEND GOLDDIGGER 8'","53.99","18.73"
"          242851","SHARE SAT JOIA COUPLES RC VIBE","119.99","41.50"
"          271702","SHARE SAT RC KALA PANTY VIBE","103.99","36.00"
"          199351","NSNOVELTIES GLAMS 4'' GEM PLUG","49.99","17.06"
"          241864","BS RAINBOW PRISM HEART SM PLUG","39.99","14.23"
"          241867","BS RAINBOW PRISM GEM SM PLUG","39.99","14.23"
"          252227","KINKI ROSES & THORN 3.2'' PLUG","30.99","10.53"
"          231794","KINK TRIPLE BULB 4.1'' PLUG","36.99","12.64"
"          231865","KINKI JEWELLED HEART PLUG 2.8'","36.99","12.64"
"          231878","KINKI JEWELLED HEART PLUG 3.2'","36.99","12.64"
"          231891","KINKI JEWELLED HEART PLUG 3.6'","54.99","18.85"
"19629","BASIX SLIM SEVEN 7'' DILDO","47.99","16.54"
"           93441","FIRST TIME FLEXI-GLIDER VIBE","69.99","24.50"
"          269480","HI-RUBBER BEGINNERS ROCK PLUG","14.99","5.01"
"          134745","DJ GOOD HEAD DT CINNAMON","34.99","12.27"
"          134527","DJ GOOD HEAD OD STRAWB SPRAY","23.99","8.31"
"          216850","DJ GOOD HEAD OD WMELON SPRAY","23.99","8.31"
"           20072","MOIST KIWI FLAVORED LUBE 37ML","4.99","1.89"
"          175210","JO H2O WB LUBE 60ML","29.99","10.82"
"          132954","WET STUFF READY LUBE CAPS 60","39.99","14.60"
"          252145","DRYWELL MASSAGE ORGASM GEL LUB","39.99","15.02"
"           96473","ZIPPO PALM LEAF","99.99","41.04"
"A049","COCKTAIL SHAKER DELUXE KIT","39.99","19.99"
"           13068","LED ASHTRAY SMOKING SET","59.99","20.00"
"           13069","ROLLED CIGARETTE TRAVEL SET","59.99","17.39"
"           13058","SMOKING TRAVEL SET","59.99","20.00"
"          139661","CAL SHOWER STUD SUPER STUD","139.99","48.67"
"PP","PACIFICO PANATELLA A/T","30.99","16.37"
"          940010","BLU BAR DEVICE","8.99","5.47"
"          940052","BLU BAR KIT MENTHOL 28.5MG 2ML","8.99","5.47"
"          940051","BLU BAR KIT MINT 28.5MG 2ML","8.99","5.47"
"          940050","BLU BAR KIT TOBACCO 28.5MG 2ML","8.99","5.47"
"          940017","BLU POD MENTHOL 28.5MG 2PK","12.99","7.91"
"          940016","BLU POD MINT 28.5MG 2PK","12.99","7.91"
"          940015","BLU POD TOBACCO 28.5MG 2PK","9.99","6.08"
"          140192","CAL LR STRAPLESS STRAP-ON","199.99","69.75"
"            7255","FF STRAPLESS W ANAL STIMULATOR","124.99","44.39"
"          251833","PRETTY LOVE FORD CLIT SUCKER","95.99","33.50"
"YP-TZ10","ASST WATERPIPE 8PC GIFT SET","125.00","21.74"
"SET293-SZY","R&M WATERPIPE GLOW 3PC SET","75.00","13.04"
"NBM","NICO B/BERRY MINT SHISHA 50G","17.50","5.22"
"NKF","NICO KIWI FUSHION SHISHA 50G","17.50","5.22"
"NKM","NICO KIWI MINT SHISHA 50G","17.50","5.22"
"NGM","NICO GRAPE MINT SHISHA 50G","17.50","5.22"
"","UWELL CALIBURN G3 1.2 PODS 4PK","30.00","14.14"
"CN-371410502","HI-BASIC NICOLE'S VIBRA PLUG","34.99","12.00"
"SE-4735-05","CAL ENTICE MARILYN VIBE","129.99","47.00"
